Column1,Column2,Correlation
Smartphone_user,CHD_voice_assistant,0.033818807437675236
Smartphone_user,CHD_smartphone,0.028333131176239104
Smartphone_user,Child_first_age_smartphone,-0.054828826039285045
Smartphone_user,Child_owns_smartphones,-0.052770117579406826
Smartphone_user,Child_owns_smartphone_age,0.003956782465123819
Smartphone_user,RS_to_contact,0.004557439490313612
Smartphone_user,RS_peer_kids_have,0.008324134780703957
Smartphone_user,RS_entertainment,-0.007173909105040631
Smartphone_user,RS_to_do_homework,0.0020381860534322838
Smartphone_user,CHSO_facebook,0.04377069758878736
Smartphone_user,CHSO_instagram,0.042371722904258294
Smartphone_user,CHSO_snapchat,0.04476848759178385
Smartphone_user,CHSO_tiktok,0.038228601885102416
Smartphone_user,CHSO_other_websites,0.04541213920376819
Smartphone_user,Child_physical_activity,0.04938028968765811
Smartphone_user,HCHU_smartphone,-0.0471591770002372
Smartphone_user,HCHU_socialmedia,0.014952993070193482
Smartphone_user,HCHU_videogames,-0.0011848958433878704
Smartphone_user,CO_online_bully,0.04900119990718588
Smartphone_user,CO_screen_time,0.04165527230523504
Smartphone_user,CO_sexual_explicit_content,0.026953438262881456
Smartphone_user,CO_online_fraud,0.03368066220248403
Smartphone_user,CO_violent_content,0.030188186083962298
Smartphone_user,AW_on_tv,-0.012828665668811494
Smartphone_user,AW_videos,-0.006605099067111867
Smartphone_user,AW_websites,-0.0009807786910529972
Smartphone_user,AW_socialmedia,0.011074703259225268
Smartphone_user,AW_videogames,0.013439720908297708
Smartphone_user,MNT_websites,-0.0003697288882790449
Smartphone_user,MNT_take_away_mobile,-0.0030772216668435853
Smartphone_user,MNT_screentime,0.0013508494145060572
Smartphone_user,MNT_call_records,0.0029304266201437552
Smartphone_user,MNT_parental_controls,-0.0048908409067540135
Smartphone_user,MNT_socialmedia,0.0108635074175386
Smartphone_user,MNT_gps,-0.0010439674612486662
Smartphone_user,ALLOW_home_dinner,0.040490560244483054
Smartphone_user,ALLOW_outside_dinner,0.031075586236219168
Smartphone_user,ALLOW_before_bed,0.03581064419766785
Smartphone_user,ALLOW_in_car,0.025794893254961922
Smartphone_user,Uses_youtube,0.031186144929381668
Smartphone_user,How_often_youtube,-0.04136812932920266
Smartphone_user,YT_new_cultures,-0.05302231993944181
Smartphone_user,YT_learn_new_things,-0.049505118171228595
Smartphone_user,YT_entertainment,-0.027654141128371612
Smartphone_user,YT_inappropriate_videos,-0.033222810219904995
Smartphone_user,YT_concern_inappropriate,-0.05380604024226858
Smartphone_user,YT_concern_ads,-0.041105113070365004
Smartphone_user,YT_concern_recommended,-0.045768983057888346
Smartphone_user,YT_preventing_inappropriate,-0.04950941657104358
Smartphone_user,Child_bullied_online,0.010487511832081848
Smartphone_user,Confidence_that_child_tells_abt_bullying,0.0006513798631602376
Smartphone_user,P_metropolitan,0.01644673763378056
Smartphone_user,P_region,-0.002638324740543986
Smartphone_user,P_age_categories,0.08974258801766453
Smartphone_user,P_gender,-0.0007658089199354634
Smartphone_user,P_education_level,0.030979880679899967
Smartphone_user,P_race,0.028250357894317766
Smartphone_user,P_nationality,0.035025851597457136
Smartphone_user,P_marital_status,0.057507648627582515
Smartphone_user,P_supporting_party,0.013064532444919076
Smartphone_user,P_income,-0.09263211181001034
Smartphone_user,P_employment_type,-0.051048636929070225
Smartphone_user,P_neighborhood,0.06725618261005134
Social_media_user,Videogame_player,-0.12077365619496708
Social_media_user,TS_on_smartphone,0.18166975934433893
Social_media_user,TS_on_socialmedia,0.5703871187554845
Social_media_user,TS_on_videogames,-0.11425812157158348
Social_media_user,No_of_kids_0_4,-0.024542115176425704
Social_media_user,No_of_kids_5_11,0.011839791896397353
Social_media_user,No_of_kids_12_17,0.02766373584552474
Social_media_user,No_of_kids_above_18,0.05664973142698613
Social_media_user,No_of_kids_at_home_0_11,-0.009816405272908996
Social_media_user,No_of_kids_at_home_above_12,0.05246570509351465
Social_media_user,Kids_at_home,0.028602492942083786
Social_media_user,How_is_curret_days_parenting,0.0025283007447648824
Social_media_user,As_a_parent_your_job_is,-0.0049011312761671555
Social_media_user,Time_spent_together,0.029028458228060307
Social_media_user,SP_in_socialmedia,0.29111242626673356
Social_media_user,SP_abt_children_with_family_frnds,0.10543955050110233
Social_media_user,SP_child_accomplishments,-0.16008862766198895
Social_media_user,Because_other_parents_share,0.24773226019559427
Social_media_user,How_much_other_people_share,0.5685072653213649
Social_media_user,Feel_pressurised_to_share,0.17268779215402671
Social_media_user,Harm_vs_benifits,-0.005478280825741514
Social_media_user,ML_learn_social_skills,-0.028699435193741248
Social_media_user,ML_be_creative,0.02304159433404445
Social_media_user,ML_pursue_interest,0.012883946341352393
Social_media_user,ML_do_well_in_school,0.03231567046730492
Social_media_user,ML_healthy_frienships,-0.038110816907114445
Social_media_user,ACCEPT_social_media,0.0553263170399126
Social_media_user,ACCEPT_videogames,0.03759973083663054
Social_media_user,ACCEPT_own_smartphone,0.010365624885325109
Social_media_user,ACCEPT_own_tablet_computer,0.011686939579571117
Social_media_user,RE_tech_companies,-0.02512004489290924
Social_media_user,RE_government,0.008730504339358063
Social_media_user,RE_parents,0.04649169725694247
Social_media_user,ADV_socialmedia,0.6498845472076283
Social_media_user,ADV_online_blogs,0.08884759208858795
Social_media_user,ADV_other_parents,-0.04425599132756428
Social_media_user,ADV_books_magazines,0.071931998178898
Social_media_user,ADV_doctors,0.05460587996594596
Social_media_user,ADV_teachers,0.009869755214307038
Social_media_user,Confidence_abt_screen_time,0.033291174242190094
Social_media_user,How_often_distracted,0.0883582943449797
Social_media_user,Child_age_0_11,0.00832900324452678
Social_media_user,Child_gender,0.02176143528274684
Social_media_user,CHD_tv,0.01915119149860671
Social_media_user,CHD_computer,0.03312608148717633
Social_media_user,CHD_tablet,0.02510533008184984
Social_media_user,CHD_gaming_console,0.024675758120974577
Social_media_user,CHD_voice_assistant,0.012256558992827325
Social_media_user,CHD_smartphone,0.018375193232535777
Social_media_user,Child_first_age_smartphone,-0.022080381843440102
Social_media_user,Child_owns_smartphones,-0.01752049400496392
Social_media_user,Child_owns_smartphone_age,-0.04656929034486972
Social_media_user,RS_to_contact,-0.04420667669930347
Social_media_user,RS_peer_kids_have,-0.019355096181684704
Social_media_user,RS_entertainment,-0.04228320692858659
Social_media_user,RS_to_do_homework,-0.03144520234145124
Social_media_user,CHSO_facebook,0.030456971911370114
Social_media_user,CHSO_instagram,0.028725613352418963
Social_media_user,CHSO_snapchat,0.02727041601135314
Social_media_user,CHSO_tiktok,0.02971316030382459
Social_media_user,CHSO_other_websites,0.027145813381061538
Social_media_user,Child_physical_activity,0.020979783554450963
Social_media_user,HCHU_smartphone,-0.04209317074909602
Social_media_user,HCHU_socialmedia,-0.010446737447939211
Social_media_user,HCHU_videogames,-0.029771915530573272
Social_media_user,CO_online_bully,0.029913716124904295
Social_media_user,CO_screen_time,0.021690158871133233
Social_media_user,CO_sexual_explicit_content,0.020681213245312174
Social_media_user,CO_online_fraud,0.028619301651901765
Social_media_user,CO_violent_content,0.023358894726538022
Social_media_user,AW_on_tv,0.012767683257629994
Social_media_user,AW_videos,0.015889187329752082
Social_media_user,AW_websites,0.005943324496966531
Social_media_user,AW_socialmedia,0.039617023771323895
Social_media_user,AW_videogames,0.02666658162314961
Social_media_user,MNT_websites,0.025579237837972172
Social_media_user,MNT_take_away_mobile,0.02216116875370924
Social_media_user,MNT_screentime,0.010156671768310869
Social_media_user,MNT_call_records,0.0131547598281933
Social_media_user,MNT_parental_controls,0.023627088818863388
Social_media_user,MNT_socialmedia,-0.0002676026970332832
Social_media_user,MNT_gps,-0.005962156980316598
Social_media_user,ALLOW_home_dinner,0.01929273348145984
Social_media_user,ALLOW_outside_dinner,0.012974810657047215
Social_media_user,ALLOW_before_bed,0.008579027825123165
Social_media_user,ALLOW_in_car,0.012762590301887637
Social_media_user,Uses_youtube,0.01342760332849592
Social_media_user,How_often_youtube,-0.017907354841671472
Social_media_user,YT_new_cultures,0.005270730002831093
Social_media_user,YT_learn_new_things,-0.03794955049349595
Social_media_user,YT_entertainment,-0.007921308478069882
Social_media_user,YT_inappropriate_videos,-0.03081819739928015
Social_media_user,YT_concern_inappropriate,-0.05036785667440251
Social_media_user,YT_concern_ads,-0.027583169979199445
Social_media_user,YT_concern_recommended,-0.025715970133086238
Social_media_user,YT_preventing_inappropriate,-0.031964496921964874
Social_media_user,Child_bullied_online,0.015350090176376178
Social_media_user,Confidence_that_child_tells_abt_bullying,0.007883428759519102
Social_media_user,P_metropolitan,-0.010439894297969566
Social_media_user,P_region,0.014805263255779022
Social_media_user,P_age_categories,0.12068575103661414
Social_media_user,P_gender,0.15060974526630555
Social_media_user,P_education_level,0.03317706717519423
Social_media_user,P_race,-0.0170427121712095
Social_media_user,P_nationality,-0.009561114521895692
Social_media_user,P_marital_status,-0.02419463555314157
Social_media_user,P_supporting_party,0.028946925447736003
Social_media_user,P_income,0.0270284645860793
Social_media_user,P_employment_type,0.0051186322134984955
Social_media_user,P_neighborhood,-0.003253530963566875
Videogame_player,TS_on_smartphone,-0.05376761280082426
Videogame_player,TS_on_socialmedia,-0.07315234482363286
Videogame_player,TS_on_videogames,0.8054255963187624
Videogame_player,No_of_kids_0_4,-0.019634407854120996
Videogame_player,No_of_kids_5_11,0.029891772682316645
Videogame_player,No_of_kids_12_17,-0.007555972418768875
Videogame_player,No_of_kids_above_18,-0.019251202242231077
Videogame_player,No_of_kids_at_home_0_11,0.011772456136028992
Videogame_player,No_of_kids_at_home_above_12,-0.016348547075602227
Videogame_player,Kids_at_home,-0.02621388577730669
Videogame_player,How_is_curret_days_parenting,0.010442930045827855
Videogame_player,As_a_parent_your_job_is,0.08337335770546551
Videogame_player,Time_spent_together,0.03688332112001556
Videogame_player,SP_in_socialmedia,-0.06003457835230898
Videogame_player,SP_abt_children_with_family_frnds,0.02233929227407359
Videogame_player,SP_child_accomplishments,-0.01991450663559425
Videogame_player,Because_other_parents_share,-0.04509519874464457
